npsn,nama_sekolah,alamat,kelurahan,status,kecamatan,kabupaten,jenjang,latitude,longitude
69985989,SD ISLAM TERPADU FIRDAUS,Jl. Raya lembang KM.13.1 RT.03 RW.06,Gudangkahuripan,SWASTA,Lembang,Kab. Bandung Barat,dikdas,,
20267595,SD IT AL AMANAH,Jl Lapang Rt.01/11,Cibogo,SWASTA,Lembang,Kab. Bandung Barat,dikdas,,
69761835,SD IT GITA ISLAMIC SCHOOL,Jl. Grand Hotel No. 44a,Lembang,SWASTA,Lembang,Kab. Bandung Barat,dikdas,,
20207696,SD NEGERI  GUDANG KAHURIPAN,Jl. Raya Lembang No. 14,Gudangkahuripan,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20205734,SD NEGERI  LEMBANG,Jl. Pasar Raya Panorama,Lembang,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20207844,SD NEGERI 1 CIBODAS,Jl. Maribaya Timur No. 100,Cibodas,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20208120,SD NEGERI 1 CIKIDANG,Kp. Cikareumbi,Cikidang,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20267601,SD NEGERI 1 JAYAGIRI,Jl. Jayagiri No. 27,Jayagiri,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20205515,SD NEGERI 1 KAYUAMBON,Jl. Kenanga No. 42,Kayuambon,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20205827,SD NEGERI 1 LANGENSARI,Jl. Maribaya KM 3 Lembang,Langensari,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20205350,SD NEGERI 1 PADASUKA,Jl. Cijengkol No 29,Wangunsari,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20205332,SD NEGERI 1 PAGERWANGI,Kp. Bunisari,Mekarwangi,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20205992,SD NEGERI 1 SUNTENJAYA,Kp. Dago,Suntenjaya,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20205904,SD NEGERI 1 WANGUNSARI,Jl. Wangunsari No.87,Wangunsari,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20205660,SD NEGERI 10 LEMBANG,Jl. Barulaksana No. 182,Jayagiri,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20207839,SD NEGERI 2 CIBODAS,Kp. Sukamaju,Cibodas,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20207852,SD NEGERI 2 CIBOGO,Asrama Brimob Cikole,Cikole,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20205825,SD NEGERI 2 LANGENSARI,Jln.Maribaya KM.3,Langensari,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20205331,SD NEGERI 2 PAGERWANGI,Jl. Sukanagara,Pagerwangi,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20208118,SD NEGERI 3 CIKIDANG,Jl.maribaya Utara Kp.cicalung,Wangunharja,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20205800,SD NEGERI 3 LEMBANG,Jl Grand Hotel Lembang,Lembang,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20207849,SD NEGERI 6 CIBOGO,Kp. Cibedug RT.01 RW.12,Cikole,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20208010,SD NEGERI CIBEUNYING,Kp. Cibeunying,Cibodas,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20207760,SD NEGERI CISALASIH,Kp. Cisalasih Rt 01 Rw 05,Cikidang,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20207818,SD NEGERI CITRASARI,Jl. Maribaya,Langensari,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20205613,SD NEGERI INPRES CIKAHURIPAN,Kp. Pojok Tengah No.07,Cikahuripan,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20205192,SD NEGERI MEKARWANGI,Kp. Buniwangi,Mekarwangi,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20206350,SD NEGERI PASIRWANGI,Kp. Pasirwangi,Gudangkahuripan,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
69968417,SD PELITA INDONESIA,JL RAYA LEMBANG NO.194,Gudangkahuripan,SWASTA,Lembang,Kab. Bandung Barat,dikdas,,
70025848,SD TAHFIZH QURAN MQ,Jl. Maribaya Timur No129 Rt.04 Rw.14,Cibodas,SWASTA,Lembang,Kab. Bandung Barat,dikdas,,
20271387,SDIT ISTIQOMAH,JL. KAYU AMBON NO. 36 LEMBANG,Lembang,SWASTA,Lembang,Kab. Bandung Barat,dikdas,,
70047316,SEKOLAH DASAR DARUL HADIS LEMBANG,Kp. Pondok RT. 02 RW. 03,Cikole,SWASTA,Lembang,Kab. Bandung Barat,dikdas,0.0,0.0
70042457,SMP BERASRAMA DARUL HIKAM,Jl. Dago Giri No. 5 RT. 008 RW. 009,Pagerwangi,SWASTA,Lembang,Kab. Bandung Barat,dikdas,,
70061812,SMP DARUL HADIS LEMBANG,Kp. Pondok No. 17 RT. 002 RW. 003,Cikole,SWASTA,Lembang,Kab. Bandung Barat,dikdas,0.0,0.0
69786658,SMP DARUN NASYA,KP. PASIR HANDAP RT.01 RW.14,Pagerwangi,SWASTA,Lembang,Kab. Bandung Barat,dikdas,,
20269792,SMP ISLAM NURUL FIKRI BOARDING SCHOOL LEMBANG,Jl. Raya Maribaya Timur,Cibodas,SWASTA,Lembang,Kab. Bandung Barat,dikdas,,
69950747,SMP IT IBNU KHALDUN,JL. BUNI ASIH RT.03 RW.10,Langensari,SWASTA,Lembang,Kab. Bandung Barat,dikdas,,
20206084,SMP NEGERI 2 LEMBANG,Jl. Maribaya No. 129,Langensari,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20269787,SMP NEGERI 5 LEMBANG,JL. CICALUNG No. 1-A,Wangunharja,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20279858,SMP NEGERI 6 LEMBANG,JL.PENEROPONGAN BENTANG KP. SINAPEUL,Gudangkahuripan,NEGERI,Lembang,Kab. Bandung Barat,dikdas,,
20227735,SMP PANCAKARSA LEMBANG,Jl. Kiwi Kayuambon No. 32 Lembang,Lembang,SWASTA,Lembang,Kab. Bandung Barat,dikdas,,
70040794,SMP Pelita Indonesia,Jalan Raya Lembang,Gudangkahuripan,SWASTA,Lembang,Kab. Bandung Barat,dikdas,,
69786664,SMP PRAWIRA,Jl. Pagermaneuh,Pagerwangi,SWASTA,Lembang,Kab. Bandung Barat,dikdas,,
20227750,SMP PUTRA SILIWANGI,Jl.Wangunsari No 145 B,Wangunsari,SWASTA,Lembang,Kab. Bandung Barat,dikdas,,
20227767,SMP WINAYA GUNA LEMBANG,Kp. Cireyod RT 01 / RW 01,Cikidang,SWASTA,Lembang,Kab. Bandung Barat,dikdas,,
60709547,MIS BANI SULAEMAN,KP.PONDOK RT 04 / RW 04,Kec. Cisarua,SWASTA,Cisarua,Kab. Bandung Barat,dikdas,,
20279455,MTSS ASH-SHOFA,JL. KOLMAS NO. 325 CISARUA,Kertawangi,SWASTA,Cisarua,Kab. Bandung Barat,dikdas,,
20279458,MTSS CAHAYA HARAPAN,JL. PADALARANG CISARUA KP. BBK. CINTA RT 05/03,Pasirhalang,SWASTA,Cisarua,Kab. Bandung Barat,dikdas,,
20279456,MTSS DARUL INAYAH,CIPEUSING RT.04/04,Cipada,SWASTA,Cisarua,Kab. Bandung Barat,dikdas,,
20279457,MTSS YABIS PASIRLANGU,JL. SUKARAJA RT.05/07,Sadangmekar,SWASTA,Cisarua,Kab. Bandung Barat,dikdas,,
70029940,PDF WUSTHA AR-RISALAH,KP. SUKAMAJU,Pasirhalang,SWASTA,Cisarua,Kab. Bandung Barat,dikdas,,
20207477,SD NEGERI 1 CIPANAS,Jln. Curug Panganten No.74,Padaasih,NEGERI,Cisarua,Kab. Bandung Barat,dikdas,,
20205605,SD NEGERI 2 JAMBUDIPA,Jl. Kol. Masturi No.589  RT.03 RW.04,Jambudipa,NEGERI,Cisarua,Kab. Bandung Barat,dikdas,,
20205291,SD NEGERI 2 PASIRHALANG,Kp. Cikarang Mulya No.210  RT.04 RW.04,Pasirhalang,NEGERI,Cisarua,Kab. Bandung Barat,dikdas,,
20206911,SD NEGERI BUDIMULYA,Kp. Pamoyanan No.80  RT.01 RW.14,Padaasih,NEGERI,Cisarua,Kab. Bandung Barat,dikdas,,
20207875,SD NEGERI CIBODAS,Jl. Terusan PTPN VIII Pangheotan No. 35 Cibodas  RT.02 RW.09,Sadangmekar,NEGERI,Cisarua,Kab. Bandung Barat,dikdas,,
20227527,SD NEGERI CISARUA,Kp. Cisarua  RT.01 RW.07,Kertawangi,NEGERI,Cisarua,Kab. Bandung Barat,dikdas,,
20205568,SD NEGERI HARAPAN MEKAR,Jl. Kol. Mas No.588  RT.02 RW.16 Desa Jambudipa Kec. Cisarua Kab. Bandung Barat,Jambudipa,NEGERI,Cisarua,Kab. Bandung Barat,dikdas,,
20205490,SD NEGERI KERTASARI,JL. Mekar Tani  RT.02 RW.10,Kertawangi,NEGERI,Cisarua,Kab. Bandung Barat,dikdas,,
20205921,SD NEGERI TUGUMUKTI,Kp. Tugumukti  RT.02 RW.07,Tugumukti,NEGERI,Cisarua,Kab. Bandung Barat,dikdas,,
70061694,SDIT NURUS SIROJ,Kp. Tugu VI RT.002 RW.004,Tugumukti,SWASTA,Cisarua,Kab. Bandung Barat,dikdas,,
70055393,Sekolah Rakyat Menengah Pertama 11 Bandung Barat,"Jl. Terusan Kolonel Masturi No. 64, Desa Jambudipa, Kec. Cisarua,Bandung Barat",Jambudipa,NEGERI,Cisarua,Kab. Bandung Barat,dikdas,,
70030716,SMP ISLAMIC BOARDING SCHOOL AL-MAARIF NURHIDAYAH,Kp. Pondok RT. 004 RW. 004,Pasirlangu,SWASTA,Cisarua,Kab. Bandung Barat,dikdas,0.0,0.0
20206088,SMP NEGERI 2 CISARUA,Jl. Desa Cipada,Cipada,NEGERI,Cisarua,Kab. Bandung Barat,dikdas,,
69993955,MI ADH-DHIYA,Kp. Cidaplang RT 03 RW 10,Mandalamukti,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,0.0,0.0
70041612,MI Al Ghifary,Kp. Selakuning RT 03 RW 02,Mekarjaya,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,0.0,0.0
70042638,MTs AT-TANWIR,Kp. Ciasman RT 02 RW 21,Mandalasari,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,,
69993956,MTs AT-TARBIATUL ULUMIL HUDA,Kp. Ciganda Hilir RT 03 RW 04,Rende,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20279408,MTsN 4 Bandung Barat,Jl. Raya Rendeh No. 3,Cikalong,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20279410,MTSS AN-NUR,KP. SUKARASA RT.03/02,Mekarjaya,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20279412,MTSS ISLAHUL AQIDAH,JL. RAYA PUTERAN,Tenjolaut,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20279416,MTSS NURUL IKHWAN,KP. RENDEKIDUL RT 04 RW 12,Rende,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20279413,MTSS NUURUL WAHHAAB,Jl. Raya Purwakarta No. 21 Kp. Warungdomba,Mandalamukti,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20279414,MTSS PERSIS CIPADA,JL. PTPN VIII PANGHEOTAN,Cipada,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20279415,MTSS PERSIS CISOMANG,KP. CISOMANG RT 003 RW 009,Cisomang Barat,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,,
69725103,MTSS RIYADHUL HUDA,KP. CILENGIS RT 02 RW 05,Mandalasari,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,,
69950748,SD IT PERMATA,KP. PANGHEOTAN RT.01 RW.16,Mandalamukti,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20205143,SD NEGERI  MASWATI,Jalan Perkebunan Maswati  RT.02 RW.07,Kanangasari,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20208084,SD NEGERI 1 CIKALONGWETAN,Jl. Cikalong Cipeundeuy RT.02 RW.02,Cikalong,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20227565,SD NEGERI 1 RENDE,Jl. Ciganda Cikalongwetan RT.04 RW.06,Rende,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20207668,SD NEGERI 2 EKACITA,Kp. Ciporang RT.02 RW.14,Puteran,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20206388,SD NEGERI 2 PUTERAN,Kp. Blok Lembur RT.01 RW.09,Puteran,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20206263,SD NEGERI 2 RAJAMANDALAWETAN,Kp. Warungdomba RT.01 RW.04,Mandalamukti,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20207764,SD NEGERI 3 CISOMANG,Kp. Ciloa  RT.01 RW.06,Wangunjaya,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20206261,SD NEGERI 4 RAJAMANDALAWETAN,Kp. Karanganyar RT.02 RW.06,Mandalamukti,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20206962,SD NEGERI BALEPULANG,Kp. Cileuleuy RT.02 RW.07,Cipada,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20207833,SD NEGERI CILAYEM,Kp. Cilayem RT. 005 RW. 011,Ciptagumati,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20207517,SD NEGERI CIPTAGUMATI,Kp. Warungjati RT.04 RW.06,Ciptagumati,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20207714,SD NEGERI GIRIMUKTI,Kp. Rajamandala RT.03 RW.12,Mandalamukti,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20205607,SD NEGERI JAMBUDIPA,Kp. Jambudipa,Ganjarsari,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20205428,SD NEGERI KANANGASARI,Kp. Kanangasari RT.03 RW.02,Kanangasari,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20205500,SD NEGERI KARYAJATI,Kp. Warungjati RT.04 RW.06,Ciptagumati,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20205496,SD NEGERI KARYAMUKTI,Kp. Cisomanghilir RT.02 RW.02,Tenjolaut,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20205795,SD NEGERI LEBAKLEUNGSIR,Kp. Lebakleungsir,Mekarjaya,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20205105,SD NEGERI NEGLASARI,Kp. Selagombong RT.05 RW.09,Mandalamukti,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20205259,SD NEGERI PANGHEGAR,Kp. Kadudampit RT.03 RW.03,Cisomang Barat,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20205293,SD NEGERI PASIRHALANG,Kp. Pasirhalang RT.03 RW.14,Mandalamukti,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20206284,SD NEGERI RENDEH,Jl. Raya Kp Rende  RT.02 RW.02,Rende,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20206573,SD NEGERI SALAMPRAJA,Kp. Pangalengan RT.02 RW.03,Tenjolaut,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20205878,SD NEGERI TANGKIL,Kp. Cinegla,Mekarjaya,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20205854,SD NEGERI TEGALMANDOR,Kp. Tegalmandor RT.01 RW.01,Puteran,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20205926,SD NEGERI TRESNARAJA,Kp. Ciraja RT.03 RW.04,Mandalasari,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
70047314,SDIT CAHAYA ILMU,Jl. Purwakarta No. 196,Mandalamukti,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,0.0,0.0
70011631,SMP BOARDING SCHOOL AL-HASANAH,KP. KARANGANYAR RT 04 RW 06,Mandalamukti,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,,
70025663,SMP ISLAM PLUS AL HASAN,Jl. Raya Purwakarta No. 219 Ciawitali RT.004 Rw.003,Mandalasari,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,0.0,0.0
70001449,SMP ISLAM TERPADU INSAN MANDIRI,JL. RAYA PURWAKARTA KP.WARGASALUYU RT 03 RW 015,Cisomang Barat,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20206071,SMP NEGERI 1 CIKALONGWETAN,Jl. Raya Cikalong-Cipeundeuy,Cikalong,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20279856,SMP NEGERI 3 CIKALONGWETAN,Kp. Cimunaka,Mekarjaya,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
69955299,SMP NEGERI 4 CIKALONGWETAN,Kp Cireundeu,Ganjarsari,NEGERI,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20227742,SMP PERKAPPEN CIKALONGWETAN,Pangheotan,Ganjarsari,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,,
20227712,SMP PGRI 384 RENDEH,Jl. Raya Cikalong-Cipeundeuy RT.02 RW.02,Rende,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,,
70034330,SPM WUSTHA  DARUL MUKHLISIN,KP. KUBANGSARI,Tenjolaut,SWASTA,Cikalongwetan,Kab. Bandung Barat,dikdas,,
60709438,MIS Al-Muawwanah,Kp. Cigarukgak RT 02 RW 11,CIKANDE,SWASTA,Saguling,Kab. Bandung Barat,dikdas,,
60709443,MIS CIBANTENG,Jl. DAM Saguling No. 154 Kp. Cibanteng RT 03 RW 02,SAGULING,SWASTA,Saguling,Kab. Bandung Barat,dikdas,,
20279384,MTsS AL-AZKA,Kp. Cipeuteuy RT 02 RW 06,SAGULING,SWASTA,Saguling,Kab. Bandung Barat,dikdas,,
69725105,MTsS Al-Muawwanah,Kp. Cigarukgak RT 02 RW 11,CIKANDE,SWASTA,Saguling,Kab. Bandung Barat,dikdas,,
20279392,MTsS MUSLIMIN JATI,Jl. Dam Saguling No. 152 Cibanteng RT 03 RW 02,SAGULING,SWASTA,Saguling,Kab. Bandung Barat,dikdas,,
20279398,MTsS Terpadu Cahaya Kemala Wijaya,Kp. Cilutung RT 03 RW 03,CIPANGERAN,SWASTA,Saguling,Kab. Bandung Barat,dikdas,,
20276199,MTsS THORIQUL HUDA,Kp. Cileueur RT 01 RW 08,CIKANDE,SWASTA,Saguling,Kab. Bandung Barat,dikdas,,
20205620,SD NEGERI 1 JATI,Kp. Nangkod Rt 04/03,JATI,NEGERI,Saguling,Kab. Bandung Barat,dikdas,,
20205616,SD NEGERI 3 JATI,Kp. CIKAROYA RT. 01 / RW. 07,SAGULING,NEGERI,Saguling,Kab. Bandung Barat,dikdas,,
20207846,SD NEGERI 4 CIBODAS,Kp. Cikande Rt. 02 Rw. 02,CIKANDE,NEGERI,Saguling,Kab. Bandung Barat,dikdas,,
20208016,SD NEGERI CIBANTENG,Kp. Bangkenang RT. 01 RW. 09,SAGULING,NEGERI,Saguling,Kab. Bandung Barat,dikdas,,
20207474,SD NEGERI CIPANGERAN,Kp.Cibeunying,CIPANGERAN,NEGERI,Saguling,Kab. Bandung Barat,dikdas,,
20227806,SMP NEGERI 1 SAGULING,Jalan Desa Girimukti,GIRIMUKTI,NEGERI,Saguling,Kab. Bandung Barat,dikdas,,
69918548,SMP NEGERI 3 SAGULING,JL. CIKANDE  RT.05 RW.07,BOJONG HALEUANG,NEGERI,Saguling,Kab. Bandung Barat,dikdas,,
20278623,MTSS YPK CIJULANG,JALAN PONPES KALANGSARI RT 26 RW 06,DESA KONDANGJAJAR,SWASTA,CIJULANG,Kab. Pangandaran,dikdas,,
69975658,SD IT AN-NAHAR,DUSUN BALENGBENG RT 05 RW 02,DESA MARGACINTA,SWASTA,CIJULANG,Kab. Pangandaran,dikdas,,
20212557,SD NEGERI 1 BATUKARAS,Jalan Pantai Batukaras No. 114  Dusun Mandala,DESA BATUKARAS,NEGERI,CIJULANG,Kab. Pangandaran,dikdas,,
20212558,SD NEGERI 1 CIAKAR,Jl. RANGGA BUANA,DESA CIAKAR,NEGERI,CIJULANG,Kab. Pangandaran,dikdas,,
20212482,SD NEGERI 2 BATUKARAS,Jl. Pantai Batukaras No. 244,DESA BATUKARAS,NEGERI,CIJULANG,Kab. Pangandaran,dikdas,,
20211720,SD NEGERI 4 CIJULANG,Jln. Bandara Nusawiru No 25,DESA CIJULANG,NEGERI,CIJULANG,Kab. Pangandaran,dikdas,,
20212506,SDN 1 CIJULANG,Jalan Pasundan No.71,DESA CIJULANG,NEGERI,CIJULANG,Kab. Pangandaran,dikdas,,
20212472,SDN 2 CIAKAR,JL.CIAKAR NO.5,DESA CIAKAR,NEGERI,CIJULANG,Kab. Pangandaran,dikdas,,
20211091,SDN 3 CIJULANG,CIJULANG,DESA CIJULANG,NEGERI,CIJULANG,Kab. Pangandaran,dikdas,,
20252089,SDN 3 KERTAYASA,DUSUN BANTARKAWUNG,DESA KERTAYASA,NEGERI,CIJULANG,Kab. Pangandaran,dikdas,,
70063282,SMP IT AN-NAHAR PANGANDARAN,DUSUN BALENGBENG RT.04 RW.02 DESA MARGACINTA,DESA MARGACINTA,SWASTA,CIJULANG,Kab. Pangandaran,dikdas,,
20211636,SMP NEGERI 1 CIJULANG,Jalan Pasirsumbul No. 351,DESA CIJULANG,NEGERI,CIJULANG,Kab. Pangandaran,dikdas,,
20211646,SMP NEGERI 2 CIJULANG,Jl. Pasirpandan No. 30,DESA CIBANTEN,NEGERI,CIJULANG,Kab. Pangandaran,dikdas,,
69976306,AL-KAUTSAR LIMUSGEDE,DSN. BANJARWARU RT 04/01,DESA LIMUSGEDE,SWASTA,CIMERAK,Kab. Pangandaran,dikdas,,
60708343,MIN 5 Pangandaran,DUSUN BABAKAN RT.16/05 DESA MASAWAH KECAMATAN CIMERAK KABUPATEN PANGANDARAN,DESA MASAWAH,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
60708350,MIS CIREUMA,DUSUN CIREUMA RT 09 RW 03 DESA KERTAMUKTI,DESA KERTAMUKTI,SWASTA,CIMERAK,Kab. Pangandaran,dikdas,,
60708348,MIS GADOG,LEBAKSARI,DESA BATUMALANG,SWASTA,CIMERAK,Kab. Pangandaran,dikdas,,
69927952,MIS Nurul Huda Cikembang,Dusun Cikembang RT.04 RW.01,DESA SINDANGSARI,SWASTA,CIMERAK,Kab. Pangandaran,dikdas,,
20278632,MTSN 2 PANGANDARAN,JL. RAYA CIMERAK NO. 27,DESA CIMERAK,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
20211988,MTSS AL IKHLAS KERTAHARJA,JL.TIMUR LAPANG DESA KERTAHARJA NO.60,DESA KERTAHARJA,SWASTA,CIMERAK,Kab. Pangandaran,dikdas,,
20278634,MTSS LEGOKJAWA,JL. PACUAN KUDA NO. 18,DESA LEGOKJAWA,SWASTA,CIMERAK,Kab. Pangandaran,dikdas,,
69983238,MTSS MA`ARIF AL-HIKMAH MEKARSARI,DUSUN PURWOSARI,DESA BATUMALANG,SWASTA,CIMERAK,Kab. Pangandaran,dikdas,,
20252405,SD NEGERI 1 CIPARANTI,Jalan Raya Ciparanti,DESA CIPARANTI,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
20212593,SD NEGERI 1 LEGOKJAWA,JL. RAYA CIPARANTI NO. 153,DESA LEGOKJAWA,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
20212613,SD NEGERI 1 MEKARSARI,Dusun Citelu,DESA MEKARSARI,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
69863928,SD NEGERI 1 SUKAJAYA,BULAKGEBANG,DESA SUKAJAYA,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
20212483,SD NEGERI 2 BATUMALANG,JL. RAYA Citarik,DESA BATUMALANG,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
20211348,SD NEGERI 2 MEKARSARI,Dusun Sukasari RT. 04/05 Desa Mekarsari,DESA MEKARSARI,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
20211210,SD NEGERI 3 CIMERAK,JL. LEGOKJAWA NO.135,DESA CIMERAK,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
20211063,SD NEGERI 3 KERTAMUKTI,Dusun Cireuma,DESA KERTAMUKTI,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
20211057,SD NEGERI 3 LEGOKJAWA,Dusun Cidadap,DESA LEGOKJAWA,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
20211682,SD NEGERI 4 KERTAHARJA,Dusun Purwasari  RT/RW  034/013,DESA KERTAHARJA,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
20211684,SD NEGERI 4 KERTAMUKTI.,JL. CIPARANTI,DESA KERTAMUKTI,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
20211676,SD NEGERI 4 MEKARSARI,JL. Rantobatang,DESA MEKARSARI,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
20211815,SD NEGERI 4 SINDANGSARI,Dusun Kutakanyere RT 43 RW 09,DESA SINDANGSARI,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
20252411,SD NEGERI 5 SINDANGSARI,JL. Dusun Cijaringao,DESA SINDANGSARI,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
69864009,SDN 1 SINDANGSARI,JL. RAYA SINDANGSARI NO. 295,DESA SINDANGSARI,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
69863925,SDN 2 KERTAHARJA,JL.DUSUN CIPANGASIH,DESA KERTAHARJA,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
20263149,SDN 2 SINDANGSARI,DUSUN CISODONG,DESA SINDANGSARI,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
20211262,SDN 3 SUKAJAYA,JL. SINDANGSARI NO. 216,DESA SUKAJAYA,NEGERI,CIMERAK,Kab. Pangandaran,dikdas,,
69946310,SMP PLUS NURUL BAYAN CIMERAK,JL SINDANGSARI CIDADAP,DESA CIMERAK,SWASTA,CIMERAK,Kab. Pangandaran,dikdas,,
69956189,MIS Attarbiyah,Dusun Cantilan Rt.014 Rw.005,DESA KERTAJAYA,SWASTA,CIGUGUR,Kab. Pangandaran,dikdas,,
60708315,MIS BARENGKOK,DUSUN BARENGKOK,DESA BUNISARI,SWASTA,CIGUGUR,Kab. Pangandaran,dikdas,,
60708317,MIS CIGUGUR,DUSUN CIGUGUR DESA CAMPAKA RT. 17 / RW. 06,DESA CAMPAKA,SWASTA,CIGUGUR,Kab. Pangandaran,dikdas,,
60708318,MIS CILEMBU,DUSUN CILEMBU RT.11 RW.04,DESA CIGUGUR,SWASTA,CIGUGUR,Kab. Pangandaran,dikdas,,
20212493,SD NEGERI 1 CIMINDI,JALAN JURAGO NO. 78,DESA CIMINDI,NEGERI,CIGUGUR,Kab. Pangandaran,dikdas,,
20212520,SD NEGERI 1 HARUMANDALA,Dusun Cimapag Rt 001 Rw 001,DESA HARUMANDALA,NEGERI,CIGUGUR,Kab. Pangandaran,dikdas,,
